prefix,route,channel,serviceType,leadTime,days
CA19,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA20,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA21,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA22,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA23,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA24,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA25,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA26,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA27,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA28,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA27,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CA28,TKC01 Scotland O/N,Component Channel,One-person,1 working days,Monday
CB6,TKC19 East Anglia O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CB7,TKC19 East Anglia O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CB1,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB10,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB2,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB21,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB22,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB23,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB24,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB25,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB3,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB4,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB5,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB8,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB9,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CB11,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CF3,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF5,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF10,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF11,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF14,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF15,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF23,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF24,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF30,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF31,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF32,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF33,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF34,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF35,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF36,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF37,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF38,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF39,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF40,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF41,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF42,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF43,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF44,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF45,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF46,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF47,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF48,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF61,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF62,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF63,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF64,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF71,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF72,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF81,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF82,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF83,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF91,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF95,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CF99,TKC01 South Wales O/N,Component Channel,One-person,1 working days,Wednesday
CH1,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH2,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH25,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH26,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH27,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH28,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH29,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH3,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH30,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH31,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH32,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH33,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH34,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH4,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH41,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH42,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH43,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH44,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH45,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH46,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH47,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH48,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH49,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH5,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH6,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH60,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH61,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH62,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH63,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH64,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH65,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH66,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH7,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH70,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH8,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH88,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CH99,TKC01 Birkenhead,Component Channel,One-person,1 working days,Monday|Wednesday|Friday
CM0,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM1,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM11,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM12,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM13,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM14,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM15,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM16,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM17,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM18,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM19,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM2,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM20,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM21,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM22,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM23,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM24,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM3,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM4,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM5,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM6,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM7,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM77,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM8,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM9,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM92,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM98,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CM99,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO1,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO11,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO12,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO13,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO14,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO15,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO16,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO2,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO3,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO4,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO5,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO6,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO7,TKC01 Colchester O/N,Component Channel,One-person,1 working days,Tuesday|Thursday
CO8,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CO9,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CO10,TKC19 Colchester O/N,Component Channel,One-person,2 working days,Wednesday|Friday
CR0,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR2,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR3,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR4,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR44,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR5,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR6,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR7,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR8,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR9,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CR90,TKC25 London South,Component Channel,One-person,2 working days,Monday|Wednesday
CT1,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT2,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT3,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT4,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT5,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT6,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT7,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT8,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT9,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT10,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT11,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT12,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT13,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT14,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT15,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT16,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT17,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT18,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT19,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT20,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CT21,TKC25 Tunbridge,Component Channel,One-person,2 working days,Monday|Thursday
CV1,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV10,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV11,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV12,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV13,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV2,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
CV21,TKC01 Leicester & Nuneaton,Component Channel,One-person,1 working days,Tuesday|Thursday|Friday
